"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"5003","LOC105672285","gene6774","transcription factor collier",3010.25
"3412","LOC105670694","gene5286","solute carrier organic anion transporter family member 3A1",6051.66666666667
"5017","LOC105672299","gene6779","uncharacterized LOC105672299",2830
"4968","LOC105672250","gene6778","uncharacterized LOC105672250",3048.5
"1089","LOC105668371","gene329","putative phospholipase B-like lamina ancestor",2067.5
"1067","LOC105668349","gene328","tyramine beta-hydroxylase",2328
"6248","LOC105673530","gene7824","calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A-like",6327.04347826087
"980","LOC105668262","gene322","uncharacterized LOC105668262",1031
"62","LOC105667344","gene2250","ubinuclein-1",4881.5
"63","LOC105667345","gene2251","uncharacterized LOC105667345",3060.5
"144","LOC105667426","gene2255","PR domain zinc finger protein 16",3207
"137","LOC105667419","gene2256","MDS1 and EVI1 complex locus protein EVI1",6242.5
"110","LOC105667392","gene2257","polypeptide N-acetylgalactosaminyltransferase 1",2429.5
"113","LOC105667395","gene2258","protein transport protein Sec31A",4347
"108","LOC105667390","gene2259","integrator complex subunit 10",2276
"502","LOC105667784","gene2708","prostaglandin E2 receptor EP3 subtype",1419.5
"500","LOC105667782","gene2709","rho guanine nucleotide exchange factor 17",6560.42857142857
"4653","LOC105671935","gene6412","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A",5944.125
"4645","LOC105671927","gene6416","uncharacterized LOC105671927",2093.5
"4673","LOC105671955","gene6417","formin-2",6143.33333333333
"4644","LOC105671926","gene6415","hemicentin-2",4407.25
"10346","LOC105677627","gene11632","uncharacterized LOC105677627",788
"8169","LOC105675450","gene9615","splicing factor 3B subunit 1-like",4413
"6764","LOC105674046","gene8351","slit homolog 3 protein-like",6587
"183","LOC105667465","gene2352","FACT complex subunit Ssrp1",2954
"2287","LOC105669569","gene4225","zinc finger MYM-type protein 4",4969
"8321","LOC105675602","gene9612","protein lin-54 homolog",3318
"192","LOC105667474","gene2358","frizzled-4",1796.33333333333
"11294","LOC105678575","gene12418","gamma-aminobutyric acid type B receptor subunit 2",6941.66666666667
"7034","LOC105674316","gene8740","zinc finger protein 425-like",339
"7035","LOC105674317","gene8741","GDNF-inducible zinc finger protein 1-like",984
"1135","LOC105668417","gene3072","tyrosine-protein phosphatase 69D",10140
"1173","LOC105668455","gene3075","exocyst complex component 1",2984
"12152","LOC105679433","gene1500","mannosyl-oligosaccharide glucosidase-like",993
"12179","LOC105679460","gene1506","microtubule organizer protein 1-like",1390
"12173","LOC105679454","gene1509","syntaxin-17",1209
"1614","LOC105668896","gene3613","putative leucine-rich repeat-containing protein DDB_G0290503",7386
"1604","LOC105668886","gene3610","protein flightless-1",5337
"1593","LOC105668875","gene3619","RNA polymerase II-associated protein 3",1806
"8170","LOC105675451","gene90","uncharacterized LOC105675451",2601
"7725","LOC105675006","gene96","protein-methionine sulfoxide oxidase Mical",8507.5
"7593","LOC105674874","gene949","uncharacterized LOC105674874",6761
"3682","LOC105670964","gene5518","serine/threonine-protein kinase N-like",7248
"8886","LOC105676167","gene10291","JNK-interacting protein 3",5607.2
"3676","LOC105670958","gene5514","homeobox protein caupolican-like",2574
"3678","LOC105670960","gene5515","ankyrin repeat domain-containing protein SOWAHA",2084.33333333333
"783","LOC105668065","gene2889","E3 ubiquitin-protein ligase FANCL",1972.5
"11774","LOC105679055","gene12947","uncharacterized LOC105679055",3310
"779","LOC105668061","gene2881","acyl-CoA Delta(11) desaturase",2104
"5274","LOC105672556","gene6960","signal transducer and activator of transcription 5B",4106.83333333333
"5296","LOC105672578","gene6965","protein suppressor of sable",5370
"7334","LOC105674616","gene8644","zinc finger protein 91",4805.2
"7371","LOC105674652","gene8646","N-acetyltransferase 6",1629
"5951","LOC105673233","gene7616","uncharacterized LOC105673233",736
"7265","LOC105674547","gene8648","transmembrane protein 8A-like",4062
"10482","LOC105677763","gene11679","histone acetyltransferase KAT7",4367
"9269","LOC105676550","gene10670","retinal guanylyl cyclase 2",5823
"10424","LOC105677705","gene11677","guanine nucleotide-binding protein G(s) subunit alpha",6321
"10423","LOC105677704","gene11676","CCAAT/enhancer-binding protein gamma",1293
"10489","LOC105677770","gene11671","uncharacterized LOC105677770",3674
"10451","LOC105677732","gene11670","YEATS domain-containing protein 2-like",2822
"10419","LOC105677700","gene11673","engulfment and cell motility protein 1",2839
"9534","LOC105676815","gene10818","ceramide kinase",3586
"9454","LOC105676735","gene10810","homeobox protein onecut-like",7759
"6092","LOC105673374","gene7675","nibrin-like",2540
"6676","LOC105673958","gene8154","histone-lysine N-methyltransferase setd3",2147
"11768","LOC105679049","gene1340","tyrosine-protein kinase Src64B",2381
"10239","LOC105677520","gene11490","gem-associated protein 5",4371
"10237","LOC105677518","gene11493","adenylate cyclase type 9",7978.5
"10240","LOC105677521","gene11492","exportin-5",5818.5
"10277","LOC105677558","gene11494","kinectin-like",5370.8
"10321","LOC105677602","gene11497","SHC-transforming protein 1",2386.5
"9497","LOC105676778","gene10837","S-adenosylmethionine decarboxylase proenzyme",1462
"9393","LOC105676674","gene10721","odorant receptor 49a-like",1247
"6436","LOC105673718","gene841","uncharacterized LOC105673718",756.833333333333
"6683","LOC105673965","gene8152","uncharacterized LOC105673965",5159.5
"6499","LOC105673781","gene848","syntaxin-1A",2193
"6049","LOC105673331","gene7678","uncharacterized LOC105673331",6412
"8124","LOC105675405","gene9515","uncharacterized LOC105675405",3464
"8283","LOC105675564","gene9512","protein Skeletor, isoforms B/C",2684
"8307","LOC105675588","gene9513","uncharacterized LOC105675588",5846
"8121","LOC105675402","gene9518","serine proteinase stubble",3457.75
"12229","LOC105679510","gene154","putative nuclease HARBI1",819
"12236","LOC105679517","gene155","uncharacterized LOC105679517",1996
"11180","LOC105678461","gene12350","cAMP-dependent protein kinase type II regulatory subunit",5212.66666666667
"12278","LOC105679559","gene158","ankyrin repeat domain-containing protein 54",1706
"12260","LOC105679541","gene159","protein smoothened",3707
"12375","LOC105679656","gene1758","E3 ubiquitin-protein ligase MARCH5-like",1455
"12461","LOC105679742","gene1756","vinculin",4958.33333333333
"12600","LOC105679881","gene1757","nucleolar protein 14 homolog",3129
"12603","LOC105679884","gene1752","uncharacterized LOC105679884",1714
"12463","LOC105679744","gene1753","transcriptional activator protein Pur-beta",2345.25
"8098","LOC105675379","gene9772","E3 ubiquitin-protein ligase MYCBP2",15453.6666666667
"8102","LOC105675383","gene9773","uncharacterized LOC105675383",4762
"8101","LOC105675382","gene9771","RING finger and SPRY domain-containing protein 1-like",3215.33333333333
"8166","LOC105675447","gene9775","WD repeat-containing protein 47",5139.85714285714
"1136","LOC105668418","gene3089","multidrug resistance-associated protein 7",5267
"7167","LOC105674449","gene8782","uncharacterized LOC105674449",2968
"12769","LOC105680050","gene2068","uncharacterized LOC105680050",2952
"12770","LOC105680051","gene2067","multifunctional methyltransferase subunit TRM112-like protein",610
"6308","LOC105673590","gene7950","desumoylating isopeptidase 2",1636
"1510","LOC105668792","gene3443","putative uncharacterized protein DDB_G0268364",4130.6
"1534","LOC105668816","gene3441","tubulin--tyrosine ligase-like protein 12",2329
"1523","LOC105668805","gene3445","enolase-phosphatase E1-like",4170
"4134","LOC105671416","gene5875","uncharacterized LOC105671416",1266
"3877","LOC105671159","gene5727","puratrophin-1-like",4628
"3893","LOC105671175","gene5721","synaptic vesicular amine transporter",1924
"3888","LOC105671170","gene5728","casein kinase I isoform alpha",2750.75
"10858","LOC105678139","gene12069","kelch-like protein 5",2304.5
"5767","LOC105673049","gene7582","serine/threonine-protein kinase NLK",6436
"5979","LOC105673261","gene7581","ubiquitin-protein ligase E3B",3874
"5935","LOC105673217","gene7587","protein zer-1 homolog",3281
"5933","LOC105673215","gene7586","zinc finger CCCH domain-containing protein 13-like",3290.5
"5910","LOC105673192","gene7585","CAP-Gly domain-containing linker protein 1",6108.375
"10819","LOC105678100","gene12063","uncharacterized LOC105678100",3447
"6807","LOC105674089","gene8354","major facilitator superfamily domain-containing protein 8",2055
"2643","LOC105669925","gene4587","protein argonaute-2",3050.5
"2637","LOC105669919","gene4584","homeobox protein prophet of Pit-1",1966
"2621","LOC105669903","gene4585","uncharacterized LOC105669903",1792
"2636","LOC105669918","gene4581","neuroglobin-like",5263
"9325","LOC105676606","gene10457","dnaJ homolog subfamily B member 12",2053
"2084","LOC105669366","gene4054","mitogen-activated protein kinase-binding protein 1",5924.625
"2088","LOC105669370","gene4058","gustatory receptor for sugar taste 64f-like",1563
"2089","LOC105669371","gene4059","uncharacterized LOC105669371",3007
"11592","LOC105678873","gene1323","solute carrier family 35 member E1 homolog",1704
"11610","LOC105678891","gene1322","uncharacterized LOC105678891",501
"9036","LOC105676317","gene10538","probable serine/threonine-protein kinase DDB_G0277165",7997
"2165","LOC105669447","gene4137","uncharacterized LOC105669447",2213
"2156","LOC105669438","gene4133","protein pigeon",3253
"7679","LOC105674960","gene9167","uncharacterized LOC105674960",6196
"3540","LOC105670822","gene5359","uncharacterized LOC105670822",877
"7695","LOC105674976","gene9183","uncharacterized LOC105674976",1755
"7696","LOC105674977","gene9182","AT-rich interactive domain-containing protein 4B",8033
"303","LOC105667585","gene2478","laccase-1-like",3848
"7767","LOC105675048","gene9189","solute carrier family 41 member 3-like",3745
"10580","LOC105677861","gene11808","N-alpha-acetyltransferase 30-like",1165
"10589","LOC105677870","gene11809","ATP-dependent RNA helicase WM6",1300
"300","LOC105667582","gene2474","zinc finger protein 236-like",6002
"7149","LOC105674431","gene8583","dnaJ homolog subfamily C member 11",2315.5
"7301","LOC105674583","gene8581","5'-3' exoribonuclease 1",5694.5
"5420","LOC105672702","gene7117","transcription factor CP2-like protein 1",2832
"8558","LOC105675839","gene9989","guanine nucleotide-releasing factor 2",9107.69230769231
"8560","LOC105675841","gene9988","metal-response element-binding transcription factor 2",3626.4
"5391","LOC105672673","gene7110","uncharacterized LOC105672673",6085
"8570","LOC105675851","gene9987","sphingosine kinase 2",2690
"8576","LOC105675857","gene9980","potassium voltage-gated channel protein Shaw-like",6011.75
"5389","LOC105672671","gene7111","neurexin-3b",8615.71428571429
"3397","LOC105670679","gene5261","SKI family transcriptional corepressor 2",1749
"3398","LOC105670680","gene5262","forkhead box protein D2",1889
"3357","LOC105670639","gene5268","otoferlin-like",6025
"3420","LOC105670702","gene5269","zinc finger protein GLI1-like",3439.5
"6793","LOC105674075","gene8368","uncharacterized LOC105674075",445
"6791","LOC105674073","gene8369","uncharacterized LOC105674073",4176.5
"785","LOC105668067","gene301","uncharacterized LOC105668067",675
"800","LOC105668082","gene303","uncharacterized LOC105668082",632
"828","LOC105668110","gene305","uncharacterized LOC105668110",1558
"134","LOC105667416","gene2275","dynein light chain 4, axonemal-like",422
"142","LOC105667424","gene2272","arrestin homolog",3714.5
"141","LOC105667423","gene2273","polycomb protein Scm",3821.5
"130","LOC105667412","gene2278","josephin-2-like",1540.5
"11398","LOC105678679","gene12650","AN1-type zinc finger protein 2A-like",1362
"1244","LOC105668526","gene350","putative nuclease HARBI1",929
"11334","LOC105678615","gene12476","ecdysone-induced protein 78C",10080
"11108","LOC105678389","gene12474","dual specificity protein kinase splA-like",1429
"11205","LOC105678486","gene12472","apoptotic enhancer 1 protein",6092
"11208","LOC105678489","gene12471","uncharacterized LOC105678489",1987
"1103","LOC105668385","gene3054","protein FAM13A",7240.42857142857
"1574","LOC105668856","gene3589","fatty acid synthase-like",6833
"1556","LOC105668838","gene3588","uncharacterized LOC105668838",1663
"3355","LOC105670637","gene5234","uncharacterized LOC105670637",4749
"3656","LOC105670938","gene5498","GRAM domain-containing protein 1B-like",2859.5
"12209","LOC105679490","gene1563","zinc finger BED domain-containing protein 1",2800
"12216","LOC105679497","gene1561","uncharacterized LOC105679497",3566.5
"2","LOC105667284","gene2186","innexin inx2",5535
"12905","LOC105680186","gene2187","innexin inx7",1933
"12899","LOC105680180","gene2181","cytochrome P450 4C1-like",897
"12231","LOC105679512","gene1569","SURP and G-patch domain-containing protein 1-like",2840
"2369","LOC105669651","gene4326","phosphatase and actin regulator 4-like",2925.66666666667
"1699","LOC105668981","gene3638","eukaryotic peptide chain release factor GTP-binding subunit ERF3A",2523
"2370","LOC105669652","gene4327","uncharacterized LOC105669652",2621
"1570","LOC105668852","gene3634","uncharacterized LOC105668852",2166
"1608","LOC105668890","gene3636","protein kinase C-binding protein NELL1-like",5997.6
"1617","LOC105668899","gene3631","leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",6272
"1598","LOC105668880","gene3630","lachesin-like",2083
"11614","LOC105678895","gene12724","uncharacterized LOC105678895",2755
"6313","LOC105673595","gene7858","protein unc-79 homolog",8616
"8296","LOC105675577","gene9527","uncharacterized protein CG1785",1495.33333333333
"11604","LOC105678885","gene12722","uncharacterized LOC105678885",5690
"11578","LOC105678859","gene12723","probable histone-lysine N-methyltransferase CG1716",6129.5
"7282","LOC105674564","gene8887","alpha-mannosidase 2",4030
"5751","LOC105673033","gene7401","sortilin-related receptor-like",7781
"11889","LOC105679170","gene12892","97 kDa heat shock protein",3255
"11511","LOC105678792","gene12721","zinc finger protein 395",6434
"11292","LOC105678573","gene12384","uncharacterized LOC105678573",2492
"6212","LOC105673494","gene7857","ubiquitin domain-containing protein 1",1018
"11170","LOC105678451","gene12386","adenylate cyclase type 3",8044
"6835","LOC105674117","gene8401","trafficking protein particle complex subunit 10",3016
"5436","LOC105672718","gene7123","vesicular acetylcholine transporter",2670
"5601","LOC105672883","gene7241","USP6 N-terminal-like protein",2398.5
